,Unnamed: 0.1,Unnamed: 0,links,names,ratings,price for two,cuisine,area,final_reviews,area_list,cuisine_list
83,83,83,https://www.zomato.com/bangalore/hitchki-sarjapur-road-bangalore,Hitchki,4.2,"₹1,900 for two",bar food continental north indian asian biryani desserts,sarjapur,presentation ambience table great food music great service great service ambience nice good ambience friendly ther friendly recommend family celebrate,Sarjapur,"Bar Food, Continental, North Indian, Asian, Biryani, Desserts"
84,84,84,https://www.zomato.com/bangalore/amintiri-church-street-bangalore,Amintiri,4.4,"₹1,100 for two",desserts bakery fast food beverages pasta italian cafe finger food,churchstreet,elegant decor humble staff excellent location served quickly clean hygienic place mouth watering food ,Church Street,"Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food"
85,85,85,https://www.zomato.com/bangalore/candles-brewhouse-hebbal-bangalore,Candles  Brewhouse,4.3,"₹2,500 for two",italian continental american pizza north indian,hebbal,amazing view beautiful view great view good server great host exceptional service family abhishek dinner family damn ambience friendly awesome,Hebbal,"Italian, Continental, American, Pizza, North Indian"
86,86,86,https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore,Brahma Brews,4.5,"₹2,500 for two",asian north indian south indian,jpnagar,food music ambiance sooo good serves best food spacious seating area love food love service ambiance great friendly service good service great ambience experience service excellent service excellence hangout fantastic service,JP Nagar,"Asian, North Indian, South Indian"
87,87,87,https://www.zomato.com/bangalore/gawky-goose-airport-road-bangalore,Gawky Goose,4.4,"₹2,200 for two",italian biryani north indian fast food seafood asian desserts beverages,oldairportroad,romantic pet friendly music ambience served quickly nice concept outdoor indoor outdoor experience pub,Old Airport Road,"Italian, Biryani, North Indian, Fast Food, Seafood, Asian, Desserts, Beverages"
88,88,88,https://www.zomato.com/bangalore/bumblebee-brauhaus-indiranagar-bangalore,BumbleBee Brauhaus,3.6,"₹2,600 for two",thai chinese south indian continental north indian italian desserts beverages,indiranagar,ambience super cool variety pizza affordable outdoor seating appetizers beautiful ambience better service beer ambience,Indiranagar,"Thai, Chinese, South Indian, Continental, North Indian, Italian, Desserts, Beverages"
89,89,89,https://www.zomato.com/bangalore/jugni-kitchen-bar-koramangala-5th-block-bangalore,Jugni Kitchen & Bar,4.5,"₹1,600 for two",north indian modern indian bar food,koramangala, live music family host family jugni,Koramangala,"North Indian, Modern Indian, Bar Food"
90,90,90,https://www.zomato.com/bangalore/white-garden-kalyan-nagar-bangalore,White Garden,4.2,"₹1,600 for two",north indian italian lebanese asian continental desserts,kalyannagar, presentation ambience affordable,Kalyan Nagar,"North Indian, Italian, Lebanese, Asian, Continental, Desserts"
91,91,91,https://www.zomato.com/bangalore/brother-barley-brewing-company-hsr-bangalore,Brother Barley Brewing Company,4.2,"₹1,800 for two",finger food continental north indian chinese italian beverages desserts,hsr,kid friendly pub games good food good ambience comfortable seating rooftop ambience huge place layout ambience drinks coco entire brewpub dj set experience family,HSR,"Finger Food, Continental, North Indian, Chinese, Italian, Beverages, Desserts"
92,92,92,https://www.zomato.com/bangalore/the-fixx-1-koramangala-4th-block-bangalore,The Fixx,4.1,"₹1,800 for two",north indian continental chinese seafood pasta pizza biryani beverages,koramangala,good vibes good wifi dj best quality beautiful place student crowd din ambience music good excellent service fixx ambience good ambience service best nice music ambience nice ambience amazing,Koramangala,"North Indian, Continental, Chinese, Seafood, Pasta, Pizza, Biryani, Beverages"
93,93,93,https://www.zomato.com/bangalore/deck-of-brews-kadubeesanahalli-bangalore,Deck Of Brews,4.3,"₹1,500 for two",continental north indian italian asian desserts pizza pasta south indian,marathahalli,host awesome place amazing place excellent food excellent service good ambience ambience good family huge fast service,Marathahalli,"Continental, North Indian, Italian, Asian, Desserts, Pizza, Pasta, South Indian"
94,94,94,https://www.zomato.com/bangalore/omega-ix-cocktail-bar-and-global-kitchen-sahakara-nagar-bangalore,Omega IX Cocktail Bar And Global Kitchen,4.5,"₹1,800 for two",north indian continental asian sushi italian desserts beverages,sahakaranagar,great host weekend brunch live music amazing ambience student crowd elaborate menu open rooftop friendly service staff friendly live music rooftop global amazing ambience,Sahakara Nagar,"North Indian, Continental, Asian, Sushi, Italian, Desserts, Beverages"
95,95,95,https://www.zomato.com/bangalore/aurum-brew-works-sarjapur-road-bangalore,Aurum Brew Works,4.3,"₹1,500 for two",north indian mughlai continental asian beverages desserts,sarjapur,host friendly best quality food service ambience service service staff ambience lovely great food great service dj dance zone rooftop efficient friendly,Sarjapur,"North Indian, Mughlai, Continental, Asian, Beverages, Desserts"
96,96,96,https://www.zomato.com/bangalore/skyline-rooftop-bar-kitchen-marathahalli-bangalore,Skyline Rooftop Bar & Kitchen,4.4,"₹1,800 for two",chinese italian fast food north indian kebab biryani continental beverages,marathahalli,variety pizza dj dance floor good wifi weekend brunch awesome service mellow service night dj,Marathahalli,"Chinese, Italian, Fast Food, North Indian, Kebab, Biryani, Continental, Beverages"
97,97,97,https://www.zomato.com/bangalore/punjab-grill-whitefield-bangalore,Punjab Grill,4.4,"₹2,000 for two",north indian kebab biryani desserts beverages,whitefield,buffet variety quality quality food excellent customer service relaxed atmosphere recommend place courteous staffs service good hospitality ambience awesome service good service good ambience,Whitefield,"North Indian, Kebab, Biryani, Desserts, Beverages"
98,98,98,https://www.zomato.com/bangalore/cocobolo-new-bel-road-bangalore,Cocobolo,4.3,"₹1,000 for two",bar food north indian continental italian chinese bbq desserts beverages,newbelroad, dj pathetic cocktails citrusy song service music volume service think great cocktails,New BEL Road,"Bar Food, North Indian, Continental, Italian, Chinese, BBQ, Desserts, Beverages"
99,99,99,https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore,Hitchki,4.3,"₹2,000 for two",north indian chinese continental biryani finger food bar food desserts beverages,whitefield,outdoor customizable dishes variety pizza weekend brunch good wifi great recommendations ambience service vibrant ambience,Whitefield,"North Indian, Chinese, Continental, Biryani, Finger Food, Bar Food, Desserts, Beverages"
100,100,100,https://www.zomato.com/bangalore/burma-burma-indiranagar-indiranagar-bangalore,Burma Burma - Indiranagar,4.8,"₹1,800 for two",burmese asian salad bubble tea ice cream desserts,indiranagar,honey caviar durian ice cream samosa soup peach juice khau suey peanut salad good service,Indiranagar,"Burmese, Asian, Salad, Bubble Tea, Ice Cream, Desserts"
101,101,101,https://www.zomato.com/bangalore/geometry-gastropub-new-bel-road-bangalore,Geometry Gastropub,4.4,"₹1,600 for two",continental north indian chinese mughlai biryani desserts beverages,newbelroad,large servings host weekend brunch best food best affordable good options outdoor seating great service great ambience gastropub town geometry gastropub,New BEL Road,"Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages"
102,102,102,https://www.zomato.com/bangalore/plan-b-koramangala-7th-block-bangalore,Plan B,4.0,"₹1,600 for two",american continental burger pizza tex-mex fast food,koramangala,rock music good large groups fun place affordable ambience super cool great music chicken wing burgers music play,Koramangala,"American, Continental, Burger, Pizza, Tex-Mex, Fast Food"
103,103,103,https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore,The Soda Factory,4.3,"₹1,100 for two",north indian chinese pasta pizza fast food biryani desserts beverages,nagarbhavi,live music ambience good place good food staff experience zomato service good hangout kind ambience,Nagarbhavi,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages"
104,104,104,https://www.zomato.com/bangalore/the-groot-jakkur-bangalore,The Groot,3.8,"₹1,000 for two",italian north indian chinese burger pasta pizza salad desserts,bhartiyacity, family spacious,Bhartiya City,"Italian, North Indian, Chinese, Burger, Pasta, Pizza, Salad, Desserts"
105,105,105,https://www.zomato.com/bangalore/the-pump-house-1-jp-nagar-bangalore,The Pump House,4.4,"₹2,500 for two",continental chinese north indian italian asian salad pizza desserts,jpnagar,sevice good value money place ambience service ambience delightful good service good food awesome interiors service great great service,JP Nagar,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts"
106,106,106,https://www.zomato.com/bangalore/sashay-taproom-kitchen-whitefield-bangalore,Sashay-Taproom Kitchen,4.8,"₹2,000 for two",asian modern indian continental sushi north indian chinese desserts beverages,whitefield,cashless payments good server inexpensive affordable affordable great host amazing music good service helpful friendly great ambience good ambience,Whitefield,"Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages"
107,107,107,https://www.zomato.com/bangalore/toca-koramangala-5th-block-bangalore,Toca,4.2,"₹1,400 for two",chinese fast food steak pasta asian biryani desserts,koramangala,quick serving excellent location dance floor large servings affordable low price good music music good good ambience dance fancy dance lit dance vibrate music play dance wide music crazy,Koramangala,"Chinese, Fast Food, Steak, Pasta, Asian, Biryani, Desserts"
108,108,108,https://www.zomato.com/bangalore/levels-pub-kitchen-jp-nagar-bangalore,Levels Pub & Kitchen,4.4,"₹1,700 for two",asian south indian north indian,jpnagar,served well location restaurant great food great service good food good service loved variety pizza pub kitchen levels pub ambience try fine dining,JP Nagar,"Asian, South Indian, North Indian"
109,109,109,https://www.zomato.com/bangalore/badmaash-lavelle-road-bangalore,Badmaash,4.3,"₹1,800 for two",north indian south indian mughlai kebab chinese biryani desserts,ashoknagar,excellent location best staff best service served quickly staff behaviour clean hygienic place good music guy friendly good outdoor good ambience good adjustable friendly staff,Ashok Nagar,"North Indian, South Indian, Mughlai, Kebab, Chinese, Biryani, Desserts"
110,110,110,https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore,Brooks And Bonds Brewery,4.2,"₹2,000 for two",continental american north indian italian fast food beverages desserts,koramangala,lovely little pub good place fun serves best food good food good ambience amazing places rooftop seating ambience staff fast service good music ambience amazing dj nice drinks bacon,Koramangala,"Continental, American, North Indian, Italian, Fast Food, Beverages, Desserts"
111,111,111,https://www.zomato.com/bangalore/flechazo-1-marathahalli-bangalore,Flechazo,4.3,"₹1,000 for two",north indian chinese pizza continental fast food desserts shake beverages,marathahalli,dahi tare pahari chicken liquid nitrogen ice cream chocolate brownie ice cream crispy prawns paan icecream service extremely staff service extremely friendly,Marathahalli,"North Indian, Chinese, Pizza, Continental, Fast Food, Desserts, Shake, Beverages"
112,112,112,https://www.zomato.com/bangalore/bologna-indiranagar-bangalore,Bologna,4.8,"₹1,500 for two",italian pasta pizza desserts,indiranagar,comfortable seating area hospitable staff excellent food service trained staff themed decor service great ,Indiranagar,"Italian, Pasta, Pizza, Desserts"
113,113,113,https://www.zomato.com/bangalore/tim-hortons-koramangala-8th-block-bangalore,Tim Hortons,4.2,"₹1,000 for two",coffee cafe continental sandwich fast food salad beverages desserts,koramangala,ambience portion size service packaging value money high ambience,Koramangala,"Coffee, Cafe, Continental, Sandwich, Fast Food, Salad, Beverages, Desserts"
114,114,114,https://www.zomato.com/bangalore/daysie-all-day-casual-bar-mg-road-bangalore,Daysie - All Day Casual Bar,4.4,"₹1,300 for two",north indian italian continental asian chinese bar food desserts,mgroad,great vibe variety pizza great host wonderful service weekend brunch ambience super cool music vibe service quick service charge ambience nice elegant ambience evening ambience expensive service,MG Road,"North Indian, Italian, Continental, Asian, Chinese, Bar Food, Desserts"
115,115,115,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block,The Reservoire,4.4,"₹2,000 for two",north indian biryani asian italian continental bar food desserts beverages,koramangala,great food ambience food music christmas decor food wonderful everything good ambience service pet friendly ambience good amazing ambience,Koramangala,"North Indian, Biryani, Asian, Italian, Continental, Bar Food, Desserts, Beverages"
116,116,116,https://www.zomato.com/bangalore/yuki-indiranagar-bangalore,Yuki,4.5,"₹1,600 for two",asian japanese sushi thai chinese salad desserts,indiranagar,ambience service food portion size value money packaging family lunch,Indiranagar,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts"
117,117,117,https://www.zomato.com/bangalore/communiti-brigade-road-bangalore,Communiti,4.5,"₹1,800 for two",american continental european italian oriental burger beverages,brigaderoad,variety selection service great food great service affordable good ambeince good waiters service good good service lovely service excellent service service provide great ambience good music,Brigade Road,"American, Continental, European, Italian, Oriental, Burger, Beverages"
118,118,118,https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore,Full Circle,4.1,"₹1,504 for two",north indian,rajarajeshwarinagar,reasonably priced food cool ambience service great live music beautiful ambience beautiful place ,Rajarajeshwari Nagar,North Indian
119,119,119,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore,Barrys Sky Lounge,4.3,"₹1,000 for two",chinese north indian oriental mughlai biryani,kalyannagar,good ambience friendly staff music nice place good service ambiance rooftop setting friendly staff friendly service experience rooftop,Kalyan Nagar,"Chinese, North Indian, Oriental, Mughlai, Biryani"
120,120,120,https://www.zomato.com/bangalore/grazers-resto-bar-jayanagar-bangalore,Grazers Resto - Bar,4.2,"₹1,200 for two",north indian salad continental burger pizza fast food asian bar food,jayanagar,affordable prices pub cafe seating breakfast good ambience affordable great service affordable rock music ambience good friendly restro good ambience friendly resto family colleague,Jayanagar,"North Indian, Salad, Continental, Burger, Pizza, Fast Food, Asian, Bar Food"
121,121,121,https://www.zomato.com/bangalore/house-of-commons-hsr-bangalore,House Of Commons,4.5,"₹1,200 for two",bar food fast food north indian continental seafood italian chinese desserts,hsr,happy hour offers ambience service respectful staff excellent service food service great fast good food good quality excellent service engage ambience frequent hangout drinks gena,HSR,"Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts"
122,122,122,https://www.zomato.com/bangalore/dobaraa-kr-puram-bangalore,Dobaraa,4.3,"₹1,200 for two",continental north indian salad desserts,whitefield,good server warm service great host great view amazing hospitality exceptional service great service,Whitefield,"Continental, North Indian, Salad, Desserts"
123,123,123,https://www.zomato.com/bangalore/proxy-marathahalli-bangalore,Proxy,4.4,"₹1,200 for two",finger food street food pasta bar food desserts,marathahalli,dj view amazing place ambience good music hospitality great ambience fantastic rooftop,Marathahalli,"Finger Food, Street Food, Pasta, Bar Food, Desserts"
124,124,124,https://www.zomato.com/bangalore/backstreet-brewery-sarjapur-road-bangalore,Backstreet Brewery,4.4,"₹1,800 for two",italian bar food pizza north indian asian desserts beverages,sarjapur,pet friendly affordable affordable best service great host good server exceptional service good service service jiya,Sarjapur,"Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages"
125,125,125,https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore,Horizon,4.5,"₹3,000 for two",chinese japanese asian salad thai desserts beverages,malleshwaram,good wifi amazing service elaborate menu customizable food hospitality fresh food music good,Malleshwaram,"Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages"
126,126,126,https://www.zomato.com/bangalore/gillys-restobar-bannerghatta-road-bangalore,Gilly's Restobar,4.3,"₹2,000 for two",north indian european bar food italian fast food desserts beverages,bannerghatta,good food good quantity good nice enjoy rooftop ambience affordable great view dj great service best dance great ambience friendly best friendly cocktail felt service friendly suggest friends service,Bannerghatta,"North Indian, European, Bar Food, Italian, Fast Food, Desserts, Beverages"
127,127,127,https://www.zomato.com/bangalore/geist-brewing-co-old-madras-road-bangalore,Geist Brewing Co.,4.2,"₹1,700 for two",american pizza italian fast food north indian pasta desserts beverages,oldmadrasroad,vegetarian option available excellent location best staff fantastic decoration nice concept clean hygienic place ambience awesome pet friendly ambience great drinkgeist ambience,Old Madras Road,"American, Pizza, Italian, Fast Food, North Indian, Pasta, Desserts, Beverages"
128,128,128,https://www.zomato.com/bangalore/chianti-kanakapura-road-bangalore,Chianti,4.9,"₹1,800 for two",italian pizza pasta desserts,kanakapura,amazing service excellent food great service great food great ambience elaborate menu ,Kanakapura,"Italian, Pizza, Pasta, Desserts"
129,129,129,https://www.zomato.com/bangalore/geist-brewing-co-jakkur-bangalore,Geist Brewing Co.,4.3,"₹1,800 for two",continental italian north indian south indian bar food beverages,bhartiyacity, friendly quick,Bhartiya City,"Continental, Italian, North Indian, South Indian, Bar Food, Beverages"
130,130,130,https://www.zomato.com/bangalore/inanna-tap-room-bannerghatta-road-bangalore,Inanna Tap Room,4.3,"₹2,000 for two",chinese north indian burger pizza italian desserts,bannerghatta,lightings yummy dishes courteous staffs customizable dishes recommend place best services expertise ambience family din,Bannerghatta,"Chinese, North Indian, Burger, Pizza, Italian, Desserts"
131,131,131,https://www.zomato.com/bangalore/you-mee-malleshwaram-bangalore,You Mee,4.4,"₹2,200 for two",asian sushi japanese chinese desserts beverages,malleshwaram,good food good ambience japanese cuisine comfortable seating area beautiful view super service good large groups indoor outdoor ambience good service great,Malleshwaram,"Asian, Sushi, Japanese, Chinese, Desserts, Beverages"
132,132,132,https://www.zomato.com/bangalore/ishaara-kr-puram-bangalore,Ishaara,4.5,"₹2,500 for two",north indian mughlai kebab biryani,whitefield,great concept unique experience warm service lovely service amazing vibe exceptional service family authentic,Whitefield,"North Indian, Mughlai, Kebab, Biryani"
133,133,133,https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4.3,"₹3,500 for two",continental south indian north indian desserts beverages,whitefield,cooking stations jazz music sophisticated worth price great hospitality best restaurant family restaurant,Whitefield,"Continental, South Indian, North Indian, Desserts, Beverages"
134,134,134,https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road,JW Kitchen - JW Marriott Bengaluru,4.2,"₹5,000 for two",north indian continental mughlai beverages desserts,lavelleroad,coconut mousse seafood salad lunch buffets mud pie crepes dessert counter family buffet,Lavelle Road,"North Indian, Continental, Mughlai, Beverages, Desserts"
135,135,135,https://www.zomato.com/bangalore/chilis-american-grill-bar-rajajinagar-bangalore,Chili's American Grill & Bar,4.3,"₹1,800 for two",continental mexican american italian desserts beverages,malleshwaram,quality quantity food great lake side view amazing food service love food love service wonderful view good ambience service good excellent service,Malleshwaram,"Continental, Mexican, American, Italian, Desserts, Beverages"
136,136,136,https://www.zomato.com/bangalore/suku-japanese-and-thai-restaurant-hsr-bangalore,Suku Japanese And Thai Restaurant,4.7,₹800 for two,japanese thai sushi salad desserts beverages,hsr,owner elaborate menu food presentation ambience flavour hospitality friendly head,HSR,"Japanese, Thai, Sushi, Salad, Desserts, Beverages"
137,137,137,https://www.zomato.com/bangalore/abs-absolute-barbecues-marathahalli,AB's - Absolute Barbecues,4.5,"₹1,850 for two",biryani bbq kebab north indian desserts,marathahalli,courteous waiters everything good live grill good food good service excellent variety complimentary drinks,Marathahalli,"Biryani, BBQ, Kebab, North Indian, Desserts"
138,138,138,https://www.zomato.com/bangalore/north-star-cafe-hsr-bangalore,North Star Cafe,4.2,₹800 for two,cafe bakery beverages desserts continental healthy food,hsr,portion size food quality value money packaging eco friendly great service,HSR,"Cafe, Bakery, Beverages, Desserts, Continental, Healthy Food"
139,139,139,https://www.zomato.com/bangalore/shelby-rooftop-taproom-kitchen-nagarbhavi-bangalore,Shelby Rooftop Taproom & Kitchen,4.2,"₹1,400 for two",asian north indian,nagarbhavi, shelby rooftop rooftop taproom experience rooftop,Nagarbhavi,"Asian, North Indian"
140,140,140,https://www.zomato.com/bangalore/pincode-24-bar-bistro-hebbal-bangalore,Pincode 24 Bar & Bistro,New,"₹1,000 for two",bar food continental north indian burger sandwich panini beverages,hebbal, excellent music,Hebbal,"Bar Food, Continental, North Indian, Burger, Sandwich, Panini, Beverages"
141,141,141,https://www.zomato.com/bangalore/hangover-brewery-koramangala-7th-block-bangalore,Hangover Brewery,4.0,"₹2,000 for two",continental north indian chinese finger food burger pizza desserts,koramangala,value money food ambience lovely staff polite ambiance music good food good service variety pizza ambience good service good music good feel ambience,Koramangala,"Continental, North Indian, Chinese, Finger Food, Burger, Pizza, Desserts"
142,142,142,https://www.zomato.com/bangalore/the-irish-house-bellandur,The Irish House,4.2,"₹2,000 for two",european american italian bbq beverages desserts,bellandur,wooden interiors ambience service lunch menu personal attention happy hour outside seating outdoor arrangement indoor outdoor fascination ambience,Bellandur,"European, American, Italian, BBQ, Beverages, Desserts"
143,143,143,https://www.zomato.com/bangalore/gatsby-bannerghatta-road-bangalore,Gatsby,4.4,"₹2,500 for two",finger food healthy food north indian asian sushi chinese south indian pizza,bannerghatta,excellent food service variety pizza amazing vibe outdoor seating great vibe huge place good service service ambience,Bannerghatta,"Finger Food, Healthy Food, North Indian, Asian, Sushi, Chinese, South Indian, Pizza"
144,144,144,https://www.zomato.com/bangalore/the-13th-floor-mg-road-bangalore,The 13th Floor,4.3,"₹2,500 for two",north indian asian kebab chinese salad beverages desserts,ashoknagar,breathtaking view sunset view fantastic view best rooftop magnificent view romantic ambience romantic best ambience good view ambience,Ashok Nagar,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts"
145,145,145,https://www.zomato.com/bangalore/umbaa-pub-and-kitchen-1-itpl-main-road-whitefield-bangalore,Umbaa Pub And Kitchen,4.5,"₹1,500 for two",bar food north indian mughlai continental beverages,whitefield,dj vibe weekend brunch quick service good music decor pub kitchen umbaa pub umbaa rooftop rooftop pub,Whitefield,"Bar Food, North Indian, Mughlai, Continental, Beverages"
146,146,146,https://www.zomato.com/bangalore/21st-amendment-gastrobar-indiranagar-bangalore,21st Amendment Gastrobar,4.3,"₹1,700 for two",north indian fast food chinese bar food sichuan beverages,indiranagar,live sports streaming music good reasonably priced food tasty food overall ambience lovely good service good food good ambience service good friendly specially friendly staff friendly super,Indiranagar,"North Indian, Fast Food, Chinese, Bar Food, Sichuan, Beverages"
147,147,147,https://www.zomato.com/bangalore/foxtrot-marathahalli-bangalore,Foxtrot,4.2,"₹1,900 for two",north indian mughlai biryani desserts beverages,marathahalli,dj amazing dj music live band pretty place packed weekends live music ambience music ambience great,Marathahalli,"North Indian, Mughlai, Biryani, Desserts, Beverages"
148,148,148,https://www.zomato.com/bangalore/public-the-rooftop-bar-and-kitchen-bannerghatta-road-bangalore,Public - The Rooftop Bar And Kitchen,4.1,"₹1,200 for two",north indian biryani oriental pizza continental,bannerghatta,live music performance pool table singer live band good food service rooftop ambience good music girl family,Bannerghatta,"North Indian, Biryani, Oriental, Pizza, Continental"
149,149,149,https://www.zomato.com/bangalore/garden-city-beer-collective-yelahanka-bangalore,Garden City Beer Collective,4.3,"₹2,000 for two",pizza continental sushi asian south indian pasta desserts,yelahanka,amazing ambience ambience super cool beautiful place host elaborate menu vibe group family friendly huge friends family friendly gcbc fine dining,Yelahanka,"Pizza, Continental, Sushi, Asian, South Indian, Pasta, Desserts"
150,150,150,https://www.zomato.com/bangalore/masala-mandi-sarjapur-road-bangalore,Masala Mandi,4.3,"₹1,800 for two",north indian bbq biryani desserts beverages mughlai,sarjapur,royal ambience variety selection buffet variety quality good food good service ambience nice service quality food ,Sarjapur,"North Indian, BBQ, Biryani, Desserts, Beverages, Mughlai"
151,151,151,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-koramangala-7th-block-bangalore,Salt - Indian Restaurant Bar & Grill,4.7,"₹1,800 for two",north indian rolls mughlai seafood biryani kebab desserts beverages,koramangala,amazing food amazing price comfortable seating family place fantastic service great host wonderful service fine dining great family,Koramangala,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages"
152,152,152,https://www.zomato.com/bangalore/big-pitcher-sarjapur-road-bangalore,Big Pitcher,4.5,"₹1,800 for two",north indian continental mughlai chinese italian biryani desserts beverages,sarjapur,variety selection good service good quality ambiance music customizable dishes great services good server ,Sarjapur,"North Indian, Continental, Mughlai, Chinese, Italian, Biryani, Desserts, Beverages"
153,153,153,https://www.zomato.com/bangalore/the-big-barbeque-marathahalli-bangalore,The Big Barbeque,4.4,"₹2,000 for two",bbq pizza north indian pasta desserts beverages,marathahalli,variety selection buffet variety quality good services good people courteous waiters food service bottomless brunch beautiful ambience,Marathahalli,"BBQ, Pizza, North Indian, Pasta, Desserts, Beverages"
154,154,154,https://www.zomato.com/bangalore/elysium-by-stories-sarjapur-road-bangalore,Elysium By Stories,4.3,"₹1,600 for two",south indian north indian fast food oriental,sarjapur,rooftop hookah view host great service good music service ambience ambience nice good service,Sarjapur,"South Indian, North Indian, Fast Food, Oriental"
155,155,155,https://www.zomato.com/bangalore/stories-bar-kitchen-jp-nagar-bangalore,Stories Bar & Kitchen,4.3,"₹1,800 for two",bar food chinese north indian italian pizza seafood desserts,jpnagar,intimate seating rooftop ambience valet service nice cozy place quality food good server service good friendly staff good ambience amazing ambience great service frill ambience friendly service,JP Nagar,"Bar Food, Chinese, North Indian, Italian, Pizza, Seafood, Desserts"
156,156,156,https://www.zomato.com/bangalore/peepai-3-hebbal-bangalore,Peepai,4.5,"₹2,500 for two",north indian pizza chinese european bar food biryani desserts beverages,hebbal,variety pizza cashless payments affordable affordable inexpensive great vibe nice hospitality service great service good good service good ambience great service,Hebbal,"North Indian, Pizza, Chinese, European, Bar Food, Biryani, Desserts, Beverages"
157,157,157,https://www.zomato.com/bangalore/homiga-brigade-road-bangalore,Homiga,4.1,"₹1,500 for two",korean asian,ashoknagar, price ambience,Ashok Nagar,"Korean, Asian"
158,158,158,https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore,"Cha Cha Cha - Dimsum, Sushi, Stir Fry",4.2,"₹2,500 for two",asian chinese,whitefield,service great fast great host wonderful place weekend brunch server amazing service extremely ambience,Whitefield,"Asian, Chinese"
159,159,159,https://www.zomato.com/bangalore/bistro-claytopia-koramangala-1st-block,Bistro Claytopia,3.7,"₹1,100 for two",cafe american italian modern indian continental desserts beverages,koramangala,kids friendly nice outdoor seating outdoor ambience romantic place soothing ambience menu options friendly especially cute ambience cozy romantic,Koramangala,"Cafe, American, Italian, Modern Indian, Continental, Desserts, Beverages"
160,160,160,https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block,Fenny's Lounge And Kitchen,4.5,"₹1,900 for two",mediterranean continental italian desserts beverages,koramangala,affordable rate great food great service rooftop lounge music playlist great hangout place drink options open area seating great ambience good service good friendly friendly madhu friendly staff,Koramangala,"Mediterranean, Continental, Italian, Desserts, Beverages"
161,161,161,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore,The Hole In The Wall Cafe,4.4,₹700 for two,cafe continental burger sandwich shake beverages desserts,koramangala,breakfast joint worth waiting beautiful cafe nice cozy place simple decor cosy ambience staff friendly love ambience ambience vibe evening ambience,Koramangala,"Cafe, Continental, Burger, Sandwich, Shake, Beverages, Desserts"
162,162,162,https://www.zomato.com/bangalore/windmills-1-whitefield-bangalore,Windmills,4.8,"₹3,500 for two",continental north indian mughlai kebab desserts,whitefield,live jazz sophisticated ambience live performances comfortable couches classy decor wooden interiors family couple,Whitefield,"Continental, North Indian, Mughlai, Kebab, Desserts"
163,163,163,https://www.zomato.com/bangalore/bombay-adda-koramangala-7th-block-bangalore,Bombay Adda,4.2,"₹2,000 for two",continental north indian asian pizza fast food kebab desserts beverages,koramangala,ambience awesome food tastes good bollywood nights best club dj amazing best dance place love ambience great music,Koramangala,"Continental, North Indian, Asian, Pizza, Fast Food, Kebab, Desserts, Beverages"
164,164,164,https://www.zomato.com/bangalore/la-casa-brewery-and-kitchen-sarjapur-road-bangalore,La Casa Brewery And Kitchen,4.3,"₹2,000 for two",continental north indian mughlai chinese finger food steak desserts beverages,sarjapur,everything good cozy ambience super ambience deck great host professional staff ambience good experience ambience exelends service extraordinary service,Sarjapur,"Continental, North Indian, Mughlai, Chinese, Finger Food, Steak, Desserts, Beverages"
165,165,165,https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore,153 Biere Street,4.2,"₹2,000 for two",asian continental north indian malaysian italian desserts,whitefield,open seating area outdoor ambience outdoor seating arrangement outdoor sitting best ambience great atmosphere excellent service service good nice ambience friendly staff ambience pleasant good service,Whitefield,"Asian, Continental, North Indian, Malaysian, Italian, Desserts"
